line_id,plant_id,work_center_id,shift_id,shift_date,shift_number,shift_duration_minutes,product_id,product_family,production_order_id,line_type,automation_level,number_of_stations,line_configuration,plant_location,industry_sector,takt_time_seconds,designed_cycle_time_seconds,actual_cycle_time_avg_seconds,actual_cycle_time_std_seconds,actual_cycle_time_min_seconds,actual_cycle_time_max_seconds,cycle_time_percentile_p50,cycle_time_percentile_p95,cycle_time_cov,bottleneck_station_id,bottleneck_cycle_time_seconds,bottleneck_utilisation_pct,secondary_bottleneck_station_id,cycle_time_loss_seconds,planned_production_quantity,actual_production_quantity,good_units_produced,defective_units_produced,scrap_units,rework_units,throughput_rate_actual_uph,throughput_rate_design_uph,throughput_rate_ratio,rolled_throughput_yield_pct,total_parts_processed,wip_queue_avg_units,wip_queue_max_units,output_variance_pct,units_per_operator_hour,planned_production_time_minutes,available_time_minutes,oee_availability,oee_performance,oee_quality,oee_overall,teep_pct,loading_pct,availability_loss_minutes,performance_loss_units,quality_loss_units,six_big_losses_breakdown,oee_benchmark_class,oee_loss_primary_driver,changeover_time_minutes,changeover_count,downtime_unplanned_minutes,downtime_planned_minutes,downtime_event_count,mtbf_minutes,mttr_minutes,largest_downtime_event_minutes,equipment_failure_flag,downtime_category_mechanical,downtime_category_electrical,downtime_category_tooling,downtime_category_material,downtime_category_operator,downtime_category_quality_hold,planned_maintenance_flag,maintenance_type_last,equipment_age_years,equipment_condition_score,operator_headcount_planned,operator_headcount_actual,operator_utilisation_pct,operator_skill_level_avg,absenteeism_rate_pct,overtime_hours,ergonomic_incident_flag,operator_variance_flag,cross_training_ratio_pct,shift_supervisor_id,defect_rate_ppm,sigma_level,cpk_primary_characteristic,cp_primary_characteristic,primary_defect_type,secondary_defect_type,inspection_method,spc_control_chart_flag,control_chart_out_of_control,quality_alert_issued,customer_complaint_flag,first_pass_yield_pct,right_first_time_pct,energy_consumption_kwh,energy_per_good_unit_kwh,peak_demand_kw,compressed_air_consumption_m3,coolant_consumption_litres,energy_efficiency_score,carbon_footprint_kg_co2,direct_labour_cost_usd,overhead_cost_usd,material_cost_per_unit_usd,scrap_cost_usd,rework_cost_usd,downtime_cost_per_minute_usd,total_downtime_cost_usd,cost_of_poor_quality_usd,value_added_ratio_pct,production_cost_per_unit_usd
MFG-LINE-PLT-005-04,PLT-005,WC-017,SHF-PLT-005-20200921-2,2020-09-21,2,453.1,PRD-2020-SKU-08369,automotive_body,WO-2020-83485,packaging_line,semi_automated,4,serial,Seoul_KR,automotive,51.5,46.6,52.881,6.346,47.56,139.43,51.35,63.35,0.12,WC-001,53.78,92.46,WC-004,0.0,582,427,426,1,0,1,67.94,77.25,0.8795,99.784,427,0.1,0,-26.63,11.28,453.1,403.1,0.8896,0.8227,0.9977,0.7302,22.98,31.46,50.0,92.0,1,idling_minor_stops,good,performance_loss,26.0,1,50.0,0.0,3,151.0,16.7,18.7,no,15.9,18.7,0.0,15.5,0.0,0.0,no,corrective,15.6,6.1,6,5,61.2,multi_skilled,0.2,0.0,no,no,64.8,SUP-009,2160.0,4.35,0.95,0.99,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,no,no,no,no,99.784,99.2758,1042.0,2.446,198.8,138.7,20.8,8.0,437.6,910.84,1627.48,23.84,0.0,5.96,200,10000.0,2005.96,64.9,29.8545
MFG-LINE-PLT-010-01,PLT-010,WC-010,SHF-PLT-010-20210901-3,2021-09-01,3,455.1,PRD-2021-SKU-07818,industrial_machinery,WO-2021-62257,machining_cell,cobotic,4,flexible,Birmingham_UK,industrial,267.8,279.7,349.921,27.994,319.45,920.79,351.19,396.11,0.08,WC-004,354.49,92.1,WC-003,337.05,97,64,63,1,0,1,10.16,12.87,0.7894,99.902,64,0.7,2,-34.02,0.64,455.1,408.0,0.8965,0.7313,0.9844,0.6453,20.39,31.6,47.1,23.5,1,idling_minor_stops,average,performance_loss,30.1,1,47.1,0.0,2,227.5,23.6,38.5,yes,38.5,8.7,0.0,0.0,0.0,0.0,no,emergency,19.7,6.1,16,13,73.6,skilled,14.4,0.0,no,no,80.3,SUP-193,980.0,4.6,1.03,1.03,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.902,99.1812,195.2,3.099,48.1,28.5,,7.9,82.0,3173.28,6846.81,37.85,0.0,9.46,100,4710.0,951.46,59.0,197.4998
MFG-LINE-PLT-009-02,PLT-009,WC-005,SHF-PLT-009-20220624-1,2022-06-24,1,466.7,PRD-2022-SKU-07642,automotive_body,WO-2022-66960,hybrid,highly_automated,3,parallel,Stuttgart_DE,automotive,40.5,33.0,42.086,2.104,38.87,105.78,41.14,45.56,0.05,WC-003,44.1,95.26,WC-002,0.0,848,319,318,1,0,1,85.38,109.09,0.7827,99.9818,319,0.0,0,-62.38,4.09,466.7,294.1,0.6302,0.5965,0.9969,0.3747,12.15,32.41,172.6,215.8,1,reduced_speed,poor,performance_loss,70.0,2,172.6,0.0,8,58.3,21.6,49.4,yes,122.8,21.1,16.0,0.0,0.0,12.8,no,preventive,14.2,6.6,12,10,71.3,semi_skilled,9.3,0.0,no,no,67.1,SUP-102,182.0,5.06,1.19,1.34,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9818,99.8454,728.5,2.291,136.8,54.5,14.6,8.2,306.0,1889.05,2118.5,39.26,0.0,9.81,200,34520.0,6913.81,35.4,51.9858
MFG-LINE-PLT-004-03,PLT-004,WC-021,SHF-PLT-004-20240404-2,2024-04-04,2,476.3,PRD-2024-SKU-09950,industrial_machinery,WO-2024-83541,machining_cell,highly_automated,5,flexible,Seoul_KR,industrial,138.3,132.9,178.047,8.902,163.27,522.26,175.01,192.74,0.05,WC-005,185.65,94.79,WC-004,150.96,214,147,146,1,0,1,20.17,27.09,0.7446,99.9021,147,0.6,1,-31.31,2.3,441.1,402.0,0.9114,0.81,0.9932,0.7331,22.46,30.63,39.1,34.5,1,reduced_speed,good,performance_loss,0.0,0,39.1,35.2,3,158.8,13.0,23.9,no,23.9,12.1,0.0,0.0,3.1,0.0,yes,corrective,22.2,5.9,9,8,81.3,semi_skilled,5.5,0.3,no,no,32.9,SUP-115,979.0,4.6,1.03,1.05,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.9021,99.3296,245.9,1.684,48.0,29.0,,8.9,103.3,3027.61,7189.42,106.54,0.0,26.64,100,3910.0,808.64,30.2,177.2494
MFG-LINE-PLT-003-02,PLT-003,WC-025,SHF-PLT-003-20200330-2,2020-03-30,2,430.1,PRD-2020-SKU-03413,electronics_pcb,WO-2020-34575,packaging_line,semi_automated,1,transfer_line,Chicago_US,electronics,42.0,36.5,48.819,5.858,43.39,144.51,50.72,58.48,0.12,WC-001,46.74,87.03,WC-001,0.0,706,332,331,1,0,1,73.55,98.63,0.7457,99.8566,332,0.9,2,-52.97,46.17,430.1,302.2,0.7026,0.6683,0.997,0.4681,13.98,29.87,127.9,164.8,1,reduced_speed,poor,performance_loss,31.4,3,127.9,0.0,7,61.4,18.3,32.7,yes,80.8,0.0,47.1,0.0,0.0,0.0,no,corrective,24.8,5.4,2,1,68.2,semi_skilled,0.8,0.0,no,no,38.4,SUP-134,1434.0,4.48,0.99,1.01,functional_failure,dimensional_out_of_spec,sampling_plan_ansi,yes,no,no,no,99.8566,97.1658,373.4,1.128,77.6,26.7,,7.2,156.8,161.11,307.74,10.25,0.0,2.56,150,19185.0,3839.56,69.6,11.6974
MFG-LINE-PLT-010-02,PLT-010,WC-034,SHF-PLT-010-20230726-1,2023-07-26,1,432.2,PRD-2023-SKU-06033,industrial_machinery,WO-2023-74373,assembly_line,manual,5,transfer_line,Chennai_IN,industrial,328.4,290.9,487.0,132.099,446.72,807.17,528.47,704.96,0.271,WC-003,522.31,97.5,WC-001,474.62,88,35,34,1,0,1,7.31,12.38,0.5905,99.1539,35,1.5,5,-60.23,1.18,432.2,319.6,0.7395,0.5309,0.9714,0.3814,11.45,30.02,112.6,30.9,1,idling_minor_stops,poor,performance_loss,32.2,2,112.6,0.0,5,86.4,22.5,33.2,yes,86.2,12.4,0.0,0.0,0.0,14.1,no,corrective,32.7,5.0,5,4,71.1,trainee,6.2,1.5,no,no,77.3,SUP-015,8461.0,3.89,0.8,0.9,dimensional_out_of_spec,assembly_error,100pct_manual,no,no,no,no,99.1539,96.5892,84.2,2.475,22.9,10.7,,8.3,35.4,541.88,673.81,33.16,0.0,8.29,100,11260.0,2260.29,40.7,69.8909
MFG-LINE-PLT-004-01,PLT-004,WC-038,SHF-PLT-004-20230819-1,2023-08-19,1,432.5,PRD-2023-SKU-05162,industrial_machinery,WO-2023-43103,packaging_line,highly_automated,10,parallel,Shenzhen_CN,industrial,224.5,209.4,240.39,12.02,226.03,679.53,242.48,260.22,0.05,WC-004,248.28,93.89,WC-007,223.2,123,66,65,1,0,1,14.87,17.19,0.865,99.9064,66,1.5,3,-46.34,0.56,432.5,289.9,0.6703,0.7947,0.9848,0.5246,15.75,30.03,142.6,17.1,1,setup_adjustment,average,availability_loss,23.6,1,142.6,0.0,6,72.1,23.8,47.1,yes,119.4,0.0,0.0,11.4,0.0,11.8,no,preventive,28.6,4.6,17,16,90.3,skilled,4.3,0.9,no,no,23.5,SUP-023,936.0,4.61,1.04,1.07,dimensional_out_of_spec,assembly_error,automated_vision,yes,yes,yes,no,99.9064,99.1424,321.5,4.946,71.4,46.6,,6.7,135.0,3273.61,7972.12,31.89,0.0,7.97,100,14260.0,2859.97,37.5,205.3918
MFG-LINE-PLT-008-02,PLT-008,WC-045,SHF-PLT-008-20230819-2,2023-08-19,2,423.3,PRD-2023-SKU-07392,medical_devices,WO-2023-13699,batch_process,cobotic,6,parallel,Stuttgart_DE,medical,36.9,38.7,44.973,3.598,41.15,100.99,45.44,50.91,0.08,WC-006,49.0,99.04,WC-003,0.0,656,383,382,1,0,1,79.93,93.02,0.8593,99.9824,383,0.4,1,-41.62,7.73,423.3,317.1,0.7491,0.7789,0.9974,0.582,17.11,29.4,106.2,108.7,1,equipment_failure,average,availability_loss,29.6,1,106.2,0.0,2,211.7,53.1,61.1,yes,106.2,0.0,0.0,0.0,0.0,0.0,no,preventive,8.4,7.0,8,7,86.0,skilled,1.3,0.0,no,no,34.0,SUP-145,176.0,5.07,1.19,1.27,contamination,functional_failure,automated_vision,yes,no,no,no,99.9824,99.1036,370.5,0.97,91.7,39.9,,8.4,155.6,1311.47,2163.38,19.93,0.0,4.98,250,26550.0,5314.98,68.4,29.0786
MFG-LINE-PLT-004-01,PLT-004,WC-014,SHF-PLT-004-20200719-1,2020-07-19,1,459.4,PRD-2020-SKU-01162,industrial_machinery,WO-2020-79014,packaging_line,highly_automated,10,parallel,Shenzhen_CN,industrial,224.5,209.4,224.926,11.246,212.58,283.24,221.05,243.48,0.05,WC-003,232.91,94.14,WC-010,207.74,131,87,86,1,0,1,15.92,17.19,0.9261,99.9534,87,0.8,3,-33.59,1.25,459.4,377.5,0.8217,0.8044,0.9885,0.6534,20.84,31.9,81.9,21.2,1,idling_minor_stops,average,performance_loss,49.6,2,81.9,0.0,5,91.9,16.4,38.5,yes,38.5,24.6,6.3,0.0,12.4,0.0,no,preventive,28.6,6.5,11,9,93.9,multi_skilled,14.7,1.8,no,yes,66.0,SUP-109,466.0,4.81,1.1,1.17,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.9534,99.2132,244.6,2.844,44.2,26.4,,8.1,102.7,3082.33,4273.1,46.81,0.0,11.7,100,8190.0,1649.7,34.5,132.8826
MFG-LINE-PLT-002-03,PLT-002,WC-025,SHF-PLT-002-20200910-3,2020-09-10,3,473.0,PRD-2020-SKU-04032,electronics_pcb,WO-2020-38135,assembly_line,highly_automated,10,u_shaped,Chennai_IN,electronics,45.8,43.7,54.411,2.721,49.67,141.07,54.67,58.9,0.05,WC-007,56.85,94.98,WC-001,0.0,649,396,395,1,0,1,66.12,82.38,0.8026,99.9477,396,0.2,0,-38.98,6.26,473.0,359.4,0.7598,0.8026,0.9975,0.6083,19.98,32.85,113.6,97.4,1,setup_adjustment,average,availability_loss,0.0,0,113.6,0.0,5,94.6,22.7,41.3,yes,59.3,0.0,0.0,6.9,0.0,47.5,no,corrective,13.3,6.1,9,8,73.6,skilled,9.7,0.0,no,no,30.3,SUP-013,523.0,4.78,1.09,1.19,functional_failure,dimensional_out_of_spec,automated_vision,yes,no,no,no,99.9477,98.8478,352.7,0.893,72.5,41.1,,7.8,148.1,2976.95,3554.91,18.18,0.0,4.54,150,17040.0,3412.54,49.4,34.7624
MFG-LINE-PLT-005-05,PLT-005,WC-025,SHF-PLT-005-20240323-1,2024-03-23,1,455.3,PRD-2024-SKU-02043,automotive_body,WO-2024-76459,continuous_process,lights_out,3,serial,Toyota_JP,automotive,59.9,61.0,78.154,2.345,68.97,216.51,77.89,82.02,0.03,WC-001,79.01,91.91,WC-002,19.13,447,256,255,1,0,1,45.93,59.02,0.7782,99.9845,256,1.8,4,-42.73,8.4,455.3,358.3,0.787,0.7264,0.9961,0.5694,18.0,31.62,97.0,96.4,1,reduced_speed,average,performance_loss,23.9,2,97.0,0.0,4,113.8,24.3,41.1,yes,65.0,0.0,0.0,0.0,13.4,18.6,no,preventive,23.7,5.8,5,4,72.1,semi_skilled,2.2,0.0,no,no,78.1,SUP-129,155.0,5.11,1.2,1.29,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9845,97.3919,648.2,2.542,170.4,61.3,13.0,8.0,272.2,1375.94,1644.66,34.83,0.0,8.71,200,19400.0,3888.71,46.8,46.8121
MFG-LINE-PLT-006-02,PLT-006,WC-023,SHF-PLT-006-20201121-1,2020-11-21,1,459.0,PRD-2020-SKU-07998,food_beverage,WO-2020-05414,chemical_process,semi_automated,20,job_shop,Nagoya_JP,food_bev,6.4,6.6,7.424,0.891,6.86,12.07,7.43,8.89,0.12,WC-009,8.61,99.9,WC-018,0.0,4168,2690,2686,4,1,3,484.9,545.45,0.889,99.8866,2691,0.9,3,-35.46,117.03,459.0,374.3,0.8155,0.7905,0.9985,0.6437,20.52,31.88,84.7,712.9,4,reduced_speed,average,performance_loss,41.5,1,84.7,0.0,6,76.5,14.1,20.0,no,14.5,20.0,39.0,11.2,0.0,0.0,no,preventive,15.5,6.1,4,3,85.6,skilled,4.9,0.0,no,no,68.8,SUP-036,1134.0,4.55,1.02,1.16,contamination,labelling,sampling_plan_ansi,no,no,no,no,99.8866,97.5697,835.3,0.311,170.9,113.7,,8.4,350.8,451.23,1103.46,4.42,4.42,3.31,80,6776.0,1362.93,50.5,5.0054
MFG-LINE-PLT-001-01,PLT-001,WC-024,SHF-PLT-001-20221202-1,2022-12-02,1,450.7,PRD-2022-SKU-02621,pharmaceutical,WO-2022-79986,batch_process,lights_out,10,transfer_line,Chennai_IN,pharma,25.4,20.4,32.912,0.987,28.53,58.04,33.07,34.54,0.03,WC-009,33.72,93.14,WC-001,0.0,1324,665,664,1,0,1,109.34,176.47,0.6196,99.9433,665,1.4,4,-49.77,5.89,425.7,416.9,0.9793,0.5423,0.9985,0.5303,15.68,29.56,8.8,561.3,1,idling_minor_stops,average,performance_loss,77.0,2,8.8,25.0,1,450.7,8.8,8.8,no,0.0,0.0,0.0,8.8,0.0,0.0,yes,predictive,26.8,6.6,16,15,81.8,trainee,2.8,0.0,no,yes,18.1,SUP-107,567.0,4.75,1.08,1.21,contamination,labelling,automated_vision,no,no,no,no,99.9433,97.4143,1334.0,2.009,271.9,168.5,,7.3,560.3,3835.0,6085.75,9.76,0.0,2.44,300,2640.0,530.44,56.9,24.7156
MFG-LINE-PLT-003-03,PLT-003,WC-015,SHF-PLT-003-20210912-1,2021-09-12,1,445.8,PRD-2021-SKU-06965,electronics_pcb,WO-2021-90166,chemical_process,highly_automated,3,job_shop,Chicago_US,electronics,11.0,9.6,12.083,0.604,10.46,31.31,11.98,13.08,0.05,WC-002,12.3,92.55,WC-003,0.0,2783,1064,1063,1,0,1,297.91,375.0,0.7944,99.9099,1064,0.0,0,-61.77,17.89,445.8,240.4,0.5392,0.7083,0.9991,0.3816,11.81,30.96,205.4,438.2,1,equipment_failure,poor,availability_loss,26.1,1,205.4,0.0,5,89.2,41.1,154.7,yes,183.6,18.0,0.0,0.0,3.8,0.0,no,corrective,16.8,5.9,10,8,74.6,semi_skilled,11.5,1.6,no,no,21.4,SUP-068,901.0,4.62,1.04,1.08,functional_failure,dimensional_out_of_spec,automated_vision,no,no,no,no,99.9099,99.1541,601.7,0.566,159.4,78.6,,8.6,252.7,3343.74,4707.7,12.65,0.0,3.16,150,30810.0,6165.16,32.7,20.2362
MFG-LINE-PLT-009-01,PLT-009,WC-023,SHF-PLT-009-20221220-2,2022-12-20,2,455.3,PRD-2022-SKU-02013,automotive_body,WO-2022-26274,batch_process,semi_automated,10,serial,São_Paulo_BR,automotive,63.4,62.8,75.08,9.01,70.05,222.1,76.56,89.95,0.12,WC-007,80.68,97.69,WC-003,17.76,434,271,270,1,0,1,47.94,57.32,0.8364,99.9559,271,0.0,0,-37.56,2.37,455.3,421.1,0.9249,0.6736,0.9963,0.6207,19.62,31.62,34.2,131.3,1,idling_minor_stops,average,performance_loss,81.9,2,34.2,0.0,2,227.6,17.1,18.6,no,0.0,0.0,15.6,0.0,0.0,18.6,no,emergency,28.2,5.1,17,15,88.5,skilled,9.2,0.0,no,no,33.1,SUP-032,441.0,4.83,1.11,1.19,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,yes,no,no,no,99.9559,98.9199,831.3,3.079,161.5,99.4,16.6,7.5,349.1,3581.22,4732.76,41.54,0.0,10.38,200,6840.0,1378.38,31.3,72.4864
MFG-LINE-PLT-005-02,PLT-005,WC-030,SHF-PLT-005-20201127-1,2020-11-27,1,438.1,PRD-2020-SKU-02949,automotive_body,WO-2020-59019,machining_cell,cobotic,6,job_shop,Munich_DE,automotive,53.5,47.5,61.122,4.89,57.51,182.52,62.86,69.19,0.08,WC-003,64.93,96.57,WC-002,0.0,553,401,400,1,0,1,58.84,75.79,0.7764,99.9693,401,1.9,5,-27.49,3.91,438.1,430.4,0.9824,0.7376,0.9975,0.7228,21.99,30.42,7.7,142.7,1,reduced_speed,good,performance_loss,21.5,2,7.7,0.0,1,438.1,7.7,7.7,no,0.0,7.7,0.0,0.0,0.0,0.0,no,corrective,1.3,5.7,16,14,84.4,semi_skilled,10.8,0.0,no,yes,69.4,SUP-075,307.0,4.93,1.14,1.24,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9693,99.5332,1320.8,3.302,240.3,116.9,26.4,7.4,554.7,3616.13,4384.77,62.7,0.0,15.68,200,1540.0,323.68,55.8,82.859
MFG-LINE-PLT-005-01,PLT-005,WC-025,SHF-PLT-005-20220616-1,2022-06-16,1,479.6,PRD-2022-SKU-02112,automotive_body,WO-2022-89645,fabrication,semi_automated,4,transfer_line,Shenzhen_CN,automotive,33.7,34.4,56.946,6.834,51.46,164.79,56.1,68.22,0.12,WC-001,58.8,93.87,WC-004,0.0,831,369,366,3,1,2,63.13,104.65,0.6032,99.4409,370,0.9,2,-55.6,2.69,479.6,425.7,0.8876,0.497,0.9919,0.4376,14.57,33.3,53.9,373.5,3,idling_minor_stops,poor,performance_loss,75.0,2,53.9,0.0,5,95.9,10.8,35.4,yes,0.0,35.4,7.0,9.2,2.4,0.0,no,corrective,20.8,4.3,18,17,83.0,trainee,4.7,0.1,no,no,78.8,SUP-099,5591.0,4.04,0.85,0.9,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,yes,yes,yes,yes,99.4409,99.194,805.9,2.202,172.1,77.4,16.1,8.2,338.5,8172.77,7625.66,37.83,37.83,18.91,200,10780.0,2212.74,57.2,81.3052
MFG-LINE-PLT-004-07,PLT-004,WC-010,SHF-PLT-004-20210514-2,2021-05-14,2,431.5,PRD-2021-SKU-09926,industrial_machinery,WO-2021-45299,batch_process,highly_automated,5,flexible,Stuttgart_DE,industrial,224.4,199.4,222.206,11.11,211.05,656.05,219.14,240.54,0.05,WC-002,233.82,95.66,WC-001,204.16,129,94,93,1,0,1,16.12,18.05,0.8931,99.946,94,0.2,0,-27.13,0.72,431.5,349.9,0.8109,0.8928,0.9894,0.7163,21.46,29.96,81.6,11.3,1,equipment_failure,good,availability_loss,0.0,0,81.6,0.0,3,143.8,27.2,53.2,yes,53.2,10.2,18.2,0.0,0.0,0.0,no,corrective,22.9,6.5,20,18,65.4,expert,6.3,0.0,no,no,13.8,SUP-086,540.0,4.77,1.09,1.11,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.946,99.7626,215.3,2.315,41.7,12.9,,8.5,90.4,6876.82,16870.31,99.93,0.0,24.98,100,8160.0,1656.98,52.4,356.35
MFG-LINE-PLT-010-04,PLT-010,WC-043,SHF-PLT-010-20241230-3,2024-12-30,3,444.4,PRD-2024-SKU-06233,industrial_machinery,WO-2024-77170,packaging_line,semi_automated,8,serial,Seoul_KR,industrial,298.9,264.3,366.937,44.032,340.53,659.15,350.39,439.59,0.12,WC-005,390.27,96.69,WC-007,353.32,100,55,54,1,0,1,9.65,13.62,0.7085,99.4832,55,0.2,0,-45.0,0.56,444.4,367.1,0.826,0.6601,0.9818,0.5353,16.52,30.86,77.3,28.3,1,reduced_speed,average,performance_loss,25.2,1,77.3,0.0,6,74.1,12.9,28.8,no,58.6,7.1,0.0,9.6,2.0,0.0,no,corrective,14.7,6.1,16,13,92.6,semi_skilled,17.7,0.0,no,no,42.7,SUP-109,5168.0,4.06,0.85,0.96,dimensional_out_of_spec,assembly_error,sampling_plan_ansi,no,no,no,no,99.4832,99.3443,120.1,2.224,28.7,12.6,,8.5,50.4,3706.74,3490.78,127.48,0.0,31.87,100,7730.0,1577.87,73.1,263.1281
MFG-LINE-PLT-005-01,PLT-005,WC-035,SHF-PLT-005-20210820-3,2021-08-20,3,450.1,PRD-2021-SKU-09425,automotive_body,WO-2021-24976,fabrication,semi_automated,4,transfer_line,Shenzhen_CN,automotive,33.7,34.4,42.143,5.057,37.27,114.06,41.38,50.49,0.12,WC-004,46.67,99.9,WC-001,0.0,784,488,487,1,0,1,85.36,104.65,0.8157,99.9441,488,5.2,20,-37.76,12.98,450.1,343.0,0.7621,0.8157,0.998,0.6203,19.39,31.26,107.1,110.3,1,equipment_failure,average,availability_loss,0.0,0,107.1,0.0,5,90.0,21.4,32.5,yes,57.3,18.5,19.4,11.9,0.0,0.0,no,corrective,20.8,6.8,6,5,67.9,skilled,6.1,0.0,no,no,47.8,SUP-017,559.0,4.76,1.09,1.19,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,yes,no,no,no,99.9441,97.7113,967.2,1.986,246.8,100.1,19.3,8.4,406.2,2417.53,2510.69,29.82,0.0,7.46,200,21420.0,4291.46,60.2,40.0008
MFG-LINE-PLT-002-01,PLT-002,WC-046,SHF-PLT-002-20210418-1,2021-04-18,1,463.8,PRD-2021-SKU-09466,electronics_pcb,WO-2021-13007,batch_process,highly_automated,2,u_shaped,Detroit_US,electronics,43.4,38.1,49.099,2.455,45.59,88.64,49.0,53.15,0.05,WC-001,49.6,91.83,WC-002,0.0,729,354,353,1,0,1,73.26,94.49,0.7753,99.9418,354,1.6,4,-51.44,2.69,463.8,404.5,0.8721,0.5557,0.9972,0.4833,15.57,32.21,59.3,283.0,1,idling_minor_stops,poor,performance_loss,114.6,4,59.3,0.0,5,92.8,11.9,16.2,no,0.0,7.3,42.1,0.0,0.0,9.8,no,preventive,26.7,4.9,20,17,69.4,semi_skilled,14.5,0.3,no,no,64.6,SUP-033,582.0,4.75,1.08,1.21,functional_failure,dimensional_out_of_spec,automated_vision,no,no,no,no,99.9418,97.2928,375.2,1.063,80.9,32.6,,7.3,157.6,8400.03,12313.48,33.48,0.0,8.37,150,8895.0,1787.37,50.9,92.2533
MFG-LINE-PLT-004-03,PLT-004,WC-016,SHF-PLT-004-20230818-3,2023-08-18,3,477.0,PRD-2023-SKU-07819,industrial_machinery,WO-2023-71559,machining_cell,highly_automated,5,flexible,Seoul_KR,industrial,138.3,132.9,169.668,8.483,157.33,331.27,168.29,183.66,0.05,WC-004,174.8,93.66,WC-005,142.58,215,117,116,1,0,1,21.09,27.09,0.7785,99.8644,117,0.3,0,-45.58,3.65,477.0,341.7,0.7164,0.7584,0.9915,0.5386,17.84,33.13,135.3,37.3,1,setup_adjustment,average,availability_loss,8.9,1,135.3,0.0,8,59.6,16.9,30.8,yes,50.1,0.0,38.9,32.0,14.2,0.0,no,preventive,22.2,5.5,6,4,73.9,skilled,22.9,0.0,no,no,19.7,SUP-025,1356.0,4.5,1.0,1.05,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.8644,98.7844,529.9,4.568,124.3,31.6,,7.0,222.6,659.17,1269.79,55.39,0.0,13.85,100,13530.0,2719.85,62.8,72.4965
MFG-LINE-PLT-003-02,PLT-003,WC-020,SHF-PLT-003-20241210-3,2024-12-10,3,428.8,PRD-2024-SKU-06988,electronics_pcb,WO-2024-89037,packaging_line,semi_automated,1,transfer_line,Chicago_US,electronics,42.0,36.5,66.594,7.991,57.49,195.32,70.26,79.78,0.12,WC-001,67.78,92.53,WC-001,0.0,702,317,316,1,0,1,53.92,98.63,0.5467,99.7131,317,5.0,10,-54.84,6.32,428.8,352.8,0.8227,0.5466,0.9968,0.4483,13.35,29.78,76.0,262.9,1,idling_minor_stops,poor,performance_loss,0.0,0,76.0,0.0,5,85.8,15.2,27.0,no,27.0,30.1,0.0,18.9,0.0,0.0,no,predictive,24.8,5.8,9,7,90.6,trainee,16.0,2.0,no,no,63.2,SUP-057,2869.0,4.26,0.92,1.03,functional_failure,dimensional_out_of_spec,sampling_plan_ansi,no,no,no,no,99.7131,99.2425,334.3,1.058,76.5,34.2,,7.4,140.4,2214.51,2330.5,8.25,0.0,2.06,150,11400.0,2282.06,39.1,22.6591
MFG-LINE-PLT-005-05,PLT-005,WC-015,SHF-PLT-005-20200724-3,2020-07-24,3,426.8,PRD-2020-SKU-07508,automotive_body,WO-2020-04559,continuous_process,lights_out,3,serial,Toyota_JP,automotive,59.9,61.0,70.723,2.122,67.18,208.41,70.57,74.22,0.03,WC-002,71.01,91.28,WC-003,11.7,419,313,312,1,0,1,50.75,59.02,0.8599,99.99,313,0.5,1,-25.3,3.37,426.8,370.1,0.8671,0.8599,0.9968,0.7433,22.03,29.64,56.7,51.0,1,reduced_speed,good,performance_loss,0.0,0,56.7,0.0,1,426.8,56.7,56.7,yes,56.7,0.0,0.0,0.0,0.0,0.0,no,emergency,23.7,5.4,16,13,91.1,expert,15.1,0.0,no,no,65.7,SUP-152,69.0,5.31,1.27,1.41,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.99,98.246,1128.5,3.617,268.2,79.0,22.6,7.1,474.0,3850.55,6822.73,58.6,0.0,14.65,200,11340.0,2282.65,39.0,92.9971
