line_id,shift_date,shift_number,takt_time_seconds,designed_cycle_time_seconds,actual_cycle_time_avg_seconds,throughput_rate_actual_uph,throughput_rate_design_uph,output_variance_pct,takt_uph,throughput_vs_takt_gap
MFG-LINE-PLT-002-01,2020-09-11,3,43.4,38.1,48.249,74.61,94.49,-29.11,82.94930875576037,-8.33930875576037
MFG-LINE-PLT-004-02,2023-11-21,2,244.9,225.0,264.812,13.51,16.0,-14.78,14.699877501020824,-1.189877501020824
MFG-LINE-PLT-003-05,2024-08-22,1,39.9,39.1,44.002,81.75,92.07,-21.23,90.22556390977444,-8.475563909774436
MFG-LINE-PLT-006-02,2022-02-26,1,6.4,6.6,8.506,423.07,545.45,-38.72,562.5,-139.43
MFG-LINE-PLT-008-01,2023-05-20,3,138.1,113.9,132.726,27.12,31.61,-35.68,26.06806661839247,1.0519333816075296
MFG-LINE-PLT-003-02,2024-06-03,2,42.0,36.5,49.44,72.67,98.63,-44.09,85.71428571428571,-13.044285714285706
MFG-LINE-PLT-005-03,2023-02-16,3,62.1,56.6,66.952,53.74,63.6,-42.05,57.971014492753625,-4.231014492753623
MFG-LINE-PLT-004-01,2023-02-03,2,224.5,209.4,249.738,14.36,17.19,-39.67,16.035634743875278,-1.6756347438752783
MFG-LINE-PLT-002-04,2024-05-12,1,16.2,14.1,14.459,248.85,255.32,-17.4,222.22222222222223,26.627777777777766
MFG-LINE-PLT-004-02,2022-04-18,1,244.9,225.0,277.711,12.92,16.0,-26.61,14.699877501020824,-1.7798775010208239
MFG-LINE-PLT-004-06,2024-07-18,2,126.5,112.6,135.581,26.42,31.97,-27.59,28.458498023715414,-2.0384980237154124
MFG-LINE-PLT-005-02,2020-11-19,2,53.5,47.5,63.237,56.92,75.79,-44.06,67.28971962616822,-10.36971962616822
MFG-LINE-PLT-004-01,2023-07-02,1,224.5,209.4,241.443,14.8,17.19,-33.87,16.035634743875278,-1.235634743875277
MFG-LINE-PLT-007-02,2020-11-26,1,238.3,231.6,275.713,12.94,15.54,-43.59,15.107007973143096,-2.1670079731430967
MFG-LINE-PLT-003-04,2022-01-13,2,30.3,27.1,32.136,111.98,132.84,-22.41,118.8118811881188,-6.8318811881188
MFG-LINE-PLT-003-02,2023-04-08,1,42.0,36.5,38.902,92.51,98.63,-35.1,85.71428571428571,6.795714285714297
MFG-LINE-PLT-002-04,2020-11-14,1,16.2,14.1,18.124,198.55,255.32,-36.61,222.22222222222223,-23.672222222222217
MFG-LINE-PLT-008-01,2023-04-23,1,138.1,113.9,117.374,30.53,31.61,-11.56,26.06806661839247,4.46193338160753
MFG-LINE-PLT-010-04,2023-07-05,1,298.9,264.3,276.9,13.0,13.62,-35.0,12.04416192706591,0.9558380729340907
MFG-LINE-PLT-004-04,2021-05-26,3,354.2,289.7,530.841,6.66,12.43,-57.14,10.163749294184077,-3.503749294184077
MFG-LINE-PLT-005-06,2020-12-16,1,73.7,75.0,122.171,29.43,48.0,-47.29,48.846675712347356,-19.416675712347356
MFG-LINE-PLT-005-01,2023-10-21,1,33.7,34.4,35.971,99.94,104.65,-19.52,106.82492581602374,-6.884925816023738
MFG-LINE-PLT-006-02,2022-04-15,2,6.4,6.6,7.397,486.55,545.45,-40.17,562.5,-75.94999999999999
MFG-LINE-PLT-004-03,2020-05-11,1,138.3,132.9,154.898,22.94,27.09,-67.82,26.030368763557483,-3.090368763557482
MFG-LINE-PLT-008-02,2023-12-15,2,36.9,38.7,53.292,67.54,93.02,-39.72,97.5609756097561,-30.020975609756093
MFG-LINE-PLT-003-01,2024-07-20,3,21.2,20.5,29.048,123.89,175.61,-48.34,169.81132075471697,-45.92132075471697
MFG-LINE-PLT-005-05,2020-04-05,2,59.9,61.0,83.803,42.9,59.02,-35.81,60.10016694490818,-17.200166944908183
MFG-LINE-PLT-007-02,2024-06-16,3,238.3,231.6,320.033,11.12,15.54,-40.52,15.107007973143096,-3.987007973143097
MFG-LINE-PLT-004-05,2022-01-10,2,156.1,151.3,197.154,18.16,23.79,-27.93,23.062139654067906,-4.902139654067906
MFG-LINE-PLT-005-04,2022-05-12,1,51.5,46.6,52.253,68.73,77.25,-46.36,69.90291262135922,-1.1729126213592167
MFG-LINE-PLT-004-03,2024-09-25,2,138.3,132.9,158.833,22.59,27.09,-29.86,26.030368763557483,-3.4403687635574833
MFG-LINE-PLT-008-01,2023-08-05,1,138.1,113.9,120.883,29.63,31.61,-45.08,26.06806661839247,3.5619333816075276
MFG-LINE-PLT-003-04,2021-10-10,3,30.3,27.1,34.755,103.45,132.84,-33.17,118.8118811881188,-15.3618811881188
MFG-LINE-PLT-005-04,2024-10-21,3,51.5,46.6,65.364,55.06,77.25,-39.9,69.90291262135922,-14.842912621359218
MFG-LINE-PLT-010-01,2022-04-10,1,267.8,279.7,294.555,12.05,12.87,-42.39,13.44286781179985,-1.3928678117998494
MFG-LINE-PLT-005-01,2023-09-01,2,33.7,34.4,37.262,96.55,104.65,-16.53,106.82492581602374,-10.274925816023739
MFG-LINE-PLT-003-01,2024-07-08,1,21.2,20.5,22.283,161.24,175.61,-69.98,169.81132075471697,-8.571320754716965
MFG-LINE-PLT-006-01,2024-12-15,3,25.7,24.6,29.182,123.34,146.34,-48.65,140.07782101167317,-16.737821011673162
MFG-LINE-PLT-010-04,2023-07-09,2,298.9,264.3,305.841,11.69,13.62,-13.4,12.04416192706591,-0.35416192706590977
MFG-LINE-PLT-003-02,2020-10-12,2,42.0,36.5,48.625,74.03,98.63,-51.14,85.71428571428571,-11.684285714285707
MFG-LINE-PLT-004-02,2023-02-23,1,244.9,225.0,258.478,13.91,16.0,-34.15,14.699877501020824,-0.7898775010208237
MFG-LINE-PLT-006-02,2024-03-10,2,6.4,6.6,8.071,445.86,545.45,-45.78,562.5,-116.63999999999999
MFG-LINE-PLT-001-01,2021-02-06,1,25.4,20.4,21.408,168.14,176.47,-17.28,141.73228346456693,26.407716535433053
MFG-LINE-PLT-004-05,2020-05-29,1,156.1,151.3,172.062,20.88,23.79,-40.0,23.062139654067906,-2.1821396540679068
MFG-LINE-PLT-005-02,2020-02-29,2,53.5,47.5,55.122,65.19,75.79,-58.46,67.28971962616822,-2.0997196261682234
MFG-LINE-PLT-004-01,2023-07-31,1,224.5,209.4,281.035,12.8,17.19,-47.69,16.035634743875278,-3.235634743875277
MFG-LINE-PLT-004-07,2024-06-26,2,224.4,199.4,223.282,16.03,18.05,-28.91,16.0427807486631,-0.012780748663100638
MFG-LINE-PLT-008-02,2022-09-03,1,36.9,38.7,48.87,73.59,93.02,-49.86,97.5609756097561,-23.970975609756096
MFG-LINE-PLT-010-01,2022-10-13,1,267.8,279.7,311.127,11.52,12.87,-21.05,13.44286781179985,-1.9228678117998506
MFG-LINE-PLT-002-04,2022-09-10,2,16.2,14.1,16.861,213.44,255.32,-33.46,222.22222222222223,-8.78222222222223
MFG-LINE-PLT-009-01,2020-04-12,1,63.4,62.8,66.882,53.64,57.32,-35.84,56.782334384858046,-3.142334384858046
MFG-LINE-PLT-008-02,2024-01-29,2,36.9,38.7,45.724,78.67,93.02,-35.33,97.5609756097561,-18.890975609756097
MFG-LINE-PLT-002-03,2022-07-16,1,45.8,43.7,49.015,73.31,82.38,-24.78,78.60262008733625,-5.292620087336246
MFG-LINE-PLT-003-05,2020-09-20,1,39.9,39.1,39.805,90.4,92.07,-2.99,90.22556390977444,0.17443609022556927
MFG-LINE-PLT-003-01,2023-01-21,2,21.2,20.5,35.823,100.46,175.61,-80.92,169.81132075471697,-69.35132075471698
MFG-LINE-PLT-010-04,2022-03-28,2,298.9,264.3,291.444,12.33,13.62,-11.76,12.04416192706591,0.2858380729340908
MFG-LINE-PLT-003-03,2024-10-23,1,11.0,9.6,10.637,338.32,375.0,-33.73,327.27272727272725,11.047272727272741
MFG-LINE-PLT-008-02,2021-09-22,3,36.9,38.7,48.209,74.67,93.02,-31.52,97.5609756097561,-22.890975609756097
MFG-LINE-PLT-004-06,2024-01-14,2,126.5,112.6,150.901,23.73,31.97,-53.88,28.458498023715414,-4.728498023715414
MFG-LINE-PLT-005-02,2024-03-01,3,53.5,47.5,65.956,54.57,75.79,-36.27,67.28971962616822,-12.71971962616822
MFG-LINE-PLT-006-02,2023-06-30,1,6.4,6.6,7.347,489.88,545.45,-15.65,562.5,-72.62
MFG-LINE-PLT-004-02,2020-07-04,1,244.9,225.0,258.002,13.9,16.0,-23.42,14.699877501020824,-0.7998775010208234
MFG-LINE-PLT-005-04,2020-03-17,1,51.5,46.6,52.183,68.96,77.25,-31.69,69.90291262135922,-0.9429126213592269
MFG-LINE-PLT-003-04,2022-04-03,2,30.3,27.1,36.283,99.05,132.84,-46.69,118.8118811881188,-19.761881188118807
MFG-LINE-PLT-005-05,2022-05-28,3,59.9,61.0,71.493,50.17,59.02,-56.7,60.10016694490818,-9.93016694490818
MFG-LINE-PLT-004-05,2023-03-02,2,156.1,151.3,171.18,20.96,23.79,-37.43,23.062139654067906,-2.102139654067905
MFG-LINE-PLT-009-01,2023-10-03,1,63.4,62.8,72.815,49.41,57.32,-40.13,56.782334384858046,-7.37233438485805
MFG-LINE-PLT-004-01,2020-07-18,2,224.5,209.4,249.787,14.3,17.19,-32.26,16.035634743875278,-1.735634743875277
MFG-LINE-PLT-002-02,2020-03-02,1,14.0,12.8,13.946,258.13,281.25,-25.29,257.14285714285717,0.9871428571428282
MFG-LINE-PLT-005-04,2024-04-09,1,51.5,46.6,52.883,67.94,77.25,-22.66,69.90291262135922,-1.962912621359223
MFG-LINE-PLT-008-02,2024-04-07,3,36.9,38.7,47.65,75.54,93.02,-28.9,97.5609756097561,-22.020975609756093
MFG-LINE-PLT-003-04,2023-04-23,1,30.3,27.1,44.998,79.98,132.84,-55.72,118.8118811881188,-38.8318811881188
MFG-LINE-PLT-001-01,2020-05-07,1,25.4,20.4,25.923,138.79,176.47,-31.29,141.73228346456693,-2.942283464566941
MFG-LINE-PLT-004-04,2024-04-24,1,354.2,289.7,335.981,10.58,12.43,-21.11,10.163749294184077,0.41625070581592283
MFG-LINE-PLT-005-02,2023-10-18,2,53.5,47.5,62.649,57.33,75.79,-54.55,67.28971962616822,-9.959719626168223
MFG-LINE-PLT-010-03,2022-06-11,2,34.2,34.8,41.958,85.61,103.45,-72.34,105.26315789473684,-19.653157894736836
MFG-LINE-PLT-004-02,2024-01-15,1,244.9,225.0,234.107,15.32,16.0,-8.73,14.699877501020824,0.6201224989791765
MFG-LINE-PLT-005-05,2020-01-26,1,59.9,61.0,78.254,45.92,59.02,-29.01,60.10016694490818,-14.18016694490818
MFG-LINE-PLT-004-04,2024-01-25,2,354.2,289.7,326.12,10.94,12.43,-11.34,10.163749294184077,0.7762507058159223
MFG-LINE-PLT-005-01,2020-02-04,1,33.7,34.4,39.733,90.47,104.65,-28.1,106.82492581602374,-16.354925816023737
MFG-LINE-PLT-007-01,2021-04-06,1,177.7,170.1,176.539,20.36,21.16,-31.17,20.258863252673045,0.10113674732695443
MFG-LINE-PLT-010-02,2024-06-29,3,328.4,290.9,332.736,10.76,12.38,-23.33,10.962241169305726,-0.20224116930572578
MFG-LINE-PLT-010-01,2020-12-29,1,267.8,279.7,293.002,12.23,12.87,-26.8,13.44286781179985,-1.2128678117998497
MFG-LINE-PLT-005-03,2021-09-03,1,62.1,56.6,62.384,57.7,63.6,-31.21,57.971014492753625,-0.271014492753622
MFG-LINE-PLT-005-04,2020-11-30,1,51.5,46.6,53.11,67.67,77.25,-33.22,69.90291262135922,-2.232912621359219
MFG-LINE-PLT-009-01,2021-09-04,1,63.4,62.8,70.597,50.81,57.32,-36.16,56.782334384858046,-5.972334384858044
MFG-LINE-PLT-001-02,2023-08-06,3,62.4,50.8,62.16,57.79,70.87,-27.88,57.69230769230769,0.09769230769230575
MFG-LINE-PLT-004-04,2023-05-17,2,354.2,289.7,347.969,10.29,12.43,-21.51,10.163749294184077,0.1262507058159219
MFG-LINE-PLT-005-04,2022-07-25,2,51.5,46.6,51.028,70.38,77.25,-36.67,69.90291262135922,0.4770873786407748
MFG-LINE-PLT-010-02,2020-05-19,3,328.4,290.9,416.029,8.55,12.38,-38.54,10.962241169305726,-2.412241169305725
MFG-LINE-PLT-005-06,2021-10-21,1,73.7,75.0,78.58,45.7,48.0,-15.69,48.846675712347356,-3.1466757123473528
MFG-LINE-PLT-007-01,2022-02-28,1,177.7,170.1,192.713,18.54,21.16,-35.19,20.258863252673045,-1.7188632526730458
MFG-LINE-PLT-004-03,2024-10-27,2,138.3,132.9,180.176,19.88,27.09,-52.13,26.030368763557483,-6.150368763557484
MFG-LINE-PLT-007-01,2024-01-15,1,177.7,170.1,222.399,16.15,21.16,-48.32,20.258863252673045,-4.108863252673046
MFG-LINE-PLT-004-03,2024-09-04,1,138.3,132.9,139.892,25.58,27.09,-33.33,26.030368763557483,-0.4503687635574849
MFG-LINE-PLT-002-03,2024-11-21,2,45.8,43.7,60.999,58.88,82.38,-77.64,78.60262008733625,-19.722620087336246
MFG-LINE-PLT-004-02,2020-01-05,2,244.9,225.0,267.138,13.44,16.0,-27.78,14.699877501020824,-1.2598775010208243
MFG-LINE-PLT-005-03,2024-03-30,2,62.1,56.6,78.033,45.82,63.6,-69.47,57.971014492753625,-12.151014492753625
MFG-LINE-PLT-008-02,2022-01-30,1,36.9,38.7,39.541,90.9,93.02,-9.96,97.5609756097561,-6.660975609756093
MFG-LINE-PLT-010-03,2021-12-06,1,34.2,34.8,40.103,89.72,103.45,-40.79,105.26315789473684,-15.543157894736837
MFG-LINE-PLT-003-01,2023-02-09,3,21.2,20.5,29.256,122.86,175.61,-54.18,169.81132075471697,-46.951320754716974
MFG-LINE-PLT-010-04,2021-03-26,2,298.9,264.3,346.052,10.35,13.62,-42.06,12.04416192706591,-1.6941619270659096
MFG-LINE-PLT-008-02,2024-08-09,1,36.9,38.7,42.009,85.69,93.02,-27.47,97.5609756097561,-11.870975609756101
MFG-LINE-PLT-004-04,2021-11-07,2,354.2,289.7,321.401,11.07,12.43,-47.73,10.163749294184077,0.906250705815923
MFG-LINE-PLT-002-01,2020-08-26,2,43.4,38.1,51.778,69.52,94.49,-49.78,82.94930875576037,-13.429308755760374
MFG-LINE-PLT-010-01,2024-01-14,3,267.8,279.7,361.39,9.9,12.87,-30.61,13.44286781179985,-3.5428678117998498
MFG-LINE-PLT-004-04,2022-11-24,1,354.2,289.7,310.044,11.54,12.43,-14.58,10.163749294184077,1.376250705815922
MFG-LINE-PLT-009-02,2023-11-03,1,40.5,33.0,33.941,106.04,109.09,-29.83,88.88888888888889,17.15111111111112
MFG-LINE-PLT-004-05,2020-08-24,1,156.1,151.3,169.045,21.28,23.79,-49.72,23.062139654067906,-1.7821396540679046
MFG-LINE-PLT-003-03,2023-07-18,2,11.0,9.6,11.526,312.27,375.0,-27.57,327.27272727272725,-15.00272727272727
MFG-LINE-PLT-002-02,2023-03-20,2,14.0,12.8,14.087,255.55,281.25,-19.54,257.14285714285717,-1.5928571428571558
MFG-LINE-PLT-005-01,2020-05-05,1,33.7,34.4,36.153,99.48,104.65,-18.37,106.82492581602374,-7.344925816023732
MFG-LINE-PLT-004-04,2020-01-30,2,354.2,289.7,342.898,10.44,12.43,-28.42,10.163749294184077,0.27625070581592226
MFG-LINE-PLT-003-04,2020-04-26,2,30.3,27.1,34.441,104.38,132.84,-68.6,118.8118811881188,-14.431881188118808
MFG-LINE-PLT-004-03,2020-04-02,2,138.3,132.9,159.114,22.57,27.09,-26.56,26.030368763557483,-3.460368763557483
MFG-LINE-PLT-008-01,2021-06-14,2,138.1,113.9,150.431,23.89,31.61,-26.11,26.06806661839247,-2.178066618392471
MFG-LINE-PLT-008-01,2020-09-06,2,138.1,113.9,151.778,23.69,31.61,-48.31,26.06806661839247,-2.37806661839247
MFG-LINE-PLT-005-04,2020-08-19,2,51.5,46.6,51.844,69.31,77.25,-27.73,69.90291262135922,-0.5929126213592184
MFG-LINE-PLT-007-02,2022-06-13,1,238.3,231.6,265.681,13.54,15.54,-44.55,15.107007973143096,-1.567007973143097
MFG-LINE-PLT-005-01,2021-01-08,3,33.7,34.4,42.561,84.53,104.65,-29.04,106.82492581602374,-22.294925816023735
MFG-LINE-PLT-005-04,2023-05-29,3,51.5,46.6,57.88,62.12,77.25,-28.52,69.90291262135922,-7.782912621359223
MFG-LINE-PLT-001-02,2022-08-13,2,62.4,50.8,68.808,52.3,70.87,-32.94,57.69230769230769,-5.392307692307696
MFG-LINE-PLT-005-04,2023-11-25,1,51.5,46.6,49.801,72.22,77.25,-21.55,69.90291262135922,2.317087378640778
MFG-LINE-PLT-004-03,2021-11-02,1,138.3,132.9,149.665,23.91,27.09,-32.39,26.030368763557483,-2.120368763557483
MFG-LINE-PLT-010-04,2021-08-12,1,298.9,264.3,285.387,12.57,13.62,-23.47,12.04416192706591,0.525838072934091
MFG-LINE-PLT-010-03,2022-11-08,1,34.2,34.8,38.377,93.65,103.45,-33.47,105.26315789473684,-11.61315789473683
MFG-LINE-PLT-004-04,2020-08-17,1,354.2,289.7,312.894,11.39,12.43,-15.73,10.163749294184077,1.2262507058159233
MFG-LINE-PLT-005-06,2024-07-02,1,73.7,75.0,85.209,41.98,48.0,-64.74,48.846675712347356,-6.866675712347359
MFG-LINE-PLT-010-02,2021-03-18,2,328.4,290.9,332.526,10.78,12.38,-26.04,10.962241169305726,-0.1822411693057262
MFG-LINE-PLT-005-06,2022-07-17,1,73.7,75.0,95.73,37.59,48.0,-42.74,48.846675712347356,-11.256675712347352
MFG-LINE-PLT-002-03,2022-01-01,1,45.8,43.7,48.772,73.67,82.38,-18.14,78.60262008733625,-4.932620087336247
MFG-LINE-PLT-008-02,2022-11-16,3,36.9,38.7,48.104,74.73,93.02,-23.28,97.5609756097561,-22.830975609756095
MFG-LINE-PLT-007-02,2022-06-26,1,238.3,231.6,301.949,11.79,15.54,-28.81,15.107007973143096,-3.317007973143097
MFG-LINE-PLT-005-02,2023-08-27,1,53.5,47.5,59.748,60.15,75.79,-50.0,67.28971962616822,-7.1397196261682225
MFG-LINE-PLT-008-02,2023-01-09,2,36.9,38.7,43.84,82.03,93.02,-23.44,97.5609756097561,-15.530975609756098
MFG-LINE-PLT-002-01,2020-06-06,1,43.4,38.1,40.378,89.01,94.49,-20.33,82.94930875576037,6.060691244239635
MFG-LINE-PLT-004-03,2020-07-27,2,138.3,132.9,232.608,15.43,27.09,-59.7,26.030368763557483,-10.600368763557483
MFG-LINE-PLT-010-02,2021-11-03,2,328.4,290.9,393.744,9.09,12.38,-44.94,10.962241169305726,-1.8722411693057257
MFG-LINE-PLT-004-03,2022-12-18,1,138.3,132.9,150.188,23.93,27.09,-28.22,26.030368763557483,-2.1003687635574835
MFG-LINE-PLT-006-02,2020-08-07,2,6.4,6.6,7.731,465.62,545.45,-49.19,562.5,-96.88
MFG-LINE-PLT-010-02,2021-11-28,1,328.4,290.9,383.489,9.23,12.38,-45.56,10.962241169305726,-1.7322411693057251
MFG-LINE-PLT-008-02,2024-05-25,2,36.9,38.7,45.008,79.96,93.02,-20.17,97.5609756097561,-17.600975609756105
MFG-LINE-PLT-004-06,2021-10-17,2,126.5,112.6,122.785,29.3,31.97,-31.12,28.458498023715414,0.8415019762845866
MFG-LINE-PLT-006-01,2023-04-22,1,25.7,24.6,28.422,126.63,146.34,-29.49,140.07782101167317,-13.44782101167317
MFG-LINE-PLT-003-03,2024-06-04,3,11.0,9.6,12.074,298.06,375.0,-48.35,327.27272727272725,-29.21272727272725
MFG-LINE-PLT-005-02,2022-03-03,1,53.5,47.5,52.965,67.94,75.79,-25.92,67.28971962616822,0.6502803738317766
MFG-LINE-PLT-004-05,2022-11-24,1,156.1,151.3,164.457,21.89,23.79,-34.08,23.062139654067906,-1.1721396540679052
MFG-LINE-PLT-003-02,2020-04-30,2,42.0,36.5,44.825,80.28,98.63,-26.92,85.71428571428571,-5.434285714285707
MFG-LINE-PLT-004-03,2022-11-03,1,138.3,132.9,176.267,20.24,27.09,-84.42,26.030368763557483,-5.790368763557485
MFG-LINE-PLT-008-01,2020-07-29,1,138.1,113.9,128.032,28.06,31.61,-18.67,26.06806661839247,1.9919333816075273
MFG-LINE-PLT-002-02,2020-04-25,3,14.0,12.8,15.637,230.2,281.25,-28.75,257.14285714285717,-26.94285714285718
MFG-LINE-PLT-010-03,2021-01-26,1,34.2,34.8,39.232,91.66,103.45,-31.99,105.26315789473684,-13.603157894736839
MFG-LINE-PLT-006-01,2020-07-25,2,25.7,24.6,30.486,118.07,146.34,-21.71,140.07782101167317,-22.007821011673173
MFG-LINE-PLT-002-01,2024-08-07,1,43.4,38.1,43.116,83.37,94.49,-29.24,82.94930875576037,0.42069124423963444
MFG-LINE-PLT-007-01,2022-08-05,1,177.7,170.1,198.093,18.07,21.16,-47.74,20.258863252673045,-2.1888632526730447
MFG-LINE-PLT-003-05,2023-01-18,1,39.9,39.1,40.029,89.93,92.07,-22.71,90.22556390977444,-0.2955639097744296
MFG-LINE-PLT-002-04,2024-11-26,1,16.2,14.1,14.615,246.25,255.32,-29.31,222.22222222222223,24.02777777777777
MFG-LINE-PLT-005-02,2023-10-01,2,53.5,47.5,54.989,65.43,75.79,-16.3,67.28971962616822,-1.8597196261682143
MFG-LINE-PLT-005-06,2024-02-04,3,73.7,75.0,92.629,38.83,48.0,-40.33,48.846675712347356,-10.016675712347357
MFG-LINE-PLT-004-06,2020-12-19,1,126.5,112.6,128.163,28.06,31.97,-32.59,28.458498023715414,-0.39849802371541543
MFG-LINE-PLT-005-06,2020-01-22,1,73.7,75.0,94.702,37.95,48.0,-30.42,48.846675712347356,-10.896675712347353
MFG-LINE-PLT-004-03,2023-08-25,1,138.3,132.9,168.581,21.32,27.09,-43.0,26.030368763557483,-4.710368763557483
MFG-LINE-PLT-002-03,2020-11-28,1,45.8,43.7,46.247,77.67,82.38,-31.2,78.60262008733625,-0.9326200873362467
MFG-LINE-PLT-005-05,2023-07-15,2,59.9,61.0,71.059,50.63,59.02,-21.83,60.10016694490818,-9.47016694490818
MFG-LINE-PLT-001-02,2023-09-23,3,62.4,50.8,63.916,56.28,70.87,-44.95,57.69230769230769,-1.4123076923076923
MFG-LINE-PLT-010-03,2020-07-04,1,34.2,34.8,38.954,92.29,103.45,-16.25,105.26315789473684,-12.97315789473683
MFG-LINE-PLT-005-06,2020-06-28,1,73.7,75.0,87.469,40.99,48.0,-44.08,48.846675712347356,-7.856675712347354
MFG-LINE-PLT-010-02,2023-08-20,1,328.4,290.9,309.152,11.53,12.38,-13.54,10.962241169305726,0.5677588306942738
MFG-LINE-PLT-005-02,2021-09-12,2,53.5,47.5,63.443,56.65,75.79,-42.91,67.28971962616822,-10.639719626168223
MFG-LINE-PLT-008-01,2020-12-06,1,138.1,113.9,116.922,30.51,31.61,-59.82,26.06806661839247,4.44193338160753
MFG-LINE-PLT-002-03,2024-03-04,2,45.8,43.7,74.013,48.59,82.38,-45.19,78.60262008733625,-30.012620087336245
MFG-LINE-PLT-009-01,2022-09-16,1,63.4,62.8,73.221,49.03,57.32,-22.22,56.782334384858046,-7.752334384858045
MFG-LINE-PLT-007-01,2023-01-12,3,177.7,170.1,199.054,17.98,21.16,-16.67,20.258863252673045,-2.2788632526730446
MFG-LINE-PLT-005-03,2024-11-12,1,62.1,56.6,74.31,48.39,63.6,-61.92,57.971014492753625,-9.581014492753624
MFG-LINE-PLT-010-04,2022-03-29,3,298.9,264.3,291.311,12.33,13.62,-20.0,12.04416192706591,0.2858380729340908
MFG-LINE-PLT-009-01,2024-01-25,1,63.4,62.8,82.717,43.48,57.32,-38.75,56.782334384858046,-13.30233438485805
MFG-LINE-PLT-008-01,2020-04-02,1,138.1,113.9,124.71,28.73,31.61,-20.27,26.06806661839247,2.661933381607529
MFG-LINE-PLT-003-04,2021-06-08,3,30.3,27.1,37.961,94.67,132.84,-44.05,118.8118811881188,-24.141881188118802
MFG-LINE-PLT-006-01,2021-01-12,1,25.7,24.6,27.78,129.54,146.34,-31.71,140.07782101167317,-10.537821011673174
MFG-LINE-PLT-004-01,2020-11-12,2,224.5,209.4,232.429,15.38,17.19,-37.01,16.035634743875278,-0.655634743875277
MFG-LINE-PLT-008-01,2021-09-29,2,138.1,113.9,191.11,18.73,31.61,-45.83,26.06806661839247,-7.338066618392471
MFG-LINE-PLT-002-04,2021-10-21,3,16.2,14.1,19.523,184.38,255.32,-29.75,222.22222222222223,-37.84222222222223
MFG-LINE-PLT-004-01,2020-01-23,1,224.5,209.4,243.143,14.72,17.19,-30.88,16.035634743875278,-1.3156347438752771
MFG-LINE-PLT-003-04,2023-05-25,3,30.3,27.1,33.368,107.74,132.84,-39.89,118.8118811881188,-11.071881188118809
MFG-LINE-PLT-002-03,2021-04-10,2,45.8,43.7,58.22,61.72,82.38,-29.87,78.60262008733625,-16.88262008733625
MFG-LINE-PLT-004-01,2020-02-20,1,224.5,209.4,241.374,14.75,17.19,-35.2,16.035634743875278,-1.2856347438752778
MFG-LINE-PLT-004-04,2023-07-23,2,354.2,289.7,340.486,10.53,12.43,-39.36,10.163749294184077,0.3662507058159221
MFG-LINE-PLT-004-02,2023-08-30,1,244.9,225.0,252.747,14.17,16.0,-31.03,14.699877501020824,-0.5298775010208239
MFG-LINE-PLT-004-02,2021-12-31,2,244.9,225.0,262.744,13.6,16.0,-14.78,14.699877501020824,-1.0998775010208242
MFG-LINE-PLT-005-06,2023-10-18,1,73.7,75.0,97.514,36.89,48.0,-41.71,48.846675712347356,-11.956675712347355
MFG-LINE-PLT-009-02,2024-01-24,1,40.5,33.0,43.089,83.44,109.09,-39.61,88.88888888888889,-5.448888888888888
MFG-LINE-PLT-002-03,2021-06-08,2,45.8,43.7,50.988,70.19,82.38,-73.58,78.60262008733625,-8.41262008733625
MFG-LINE-PLT-007-02,2022-12-17,3,238.3,231.6,330.306,10.89,15.54,-50.0,15.107007973143096,-4.217007973143096
MFG-LINE-PLT-009-01,2022-05-23,1,63.4,62.8,71.7,50.08,57.32,-27.27,56.782334384858046,-6.702334384858048
MFG-LINE-PLT-009-01,2023-07-06,1,63.4,62.8,71.221,50.32,57.32,-51.44,56.782334384858046,-6.462334384858046
MFG-LINE-PLT-001-02,2021-03-08,1,62.4,50.8,65.356,55.02,70.87,-45.54,57.69230769230769,-2.6723076923076903
MFG-LINE-PLT-009-01,2022-09-15,1,63.4,62.8,63.744,56.38,57.32,-11.58,56.782334384858046,-0.40233438485804385
MFG-LINE-PLT-010-02,2020-08-06,2,328.4,290.9,355.7,10.11,12.38,-23.96,10.962241169305726,-0.8522411693057261
MFG-LINE-PLT-010-02,2024-07-14,3,328.4,290.9,413.982,8.62,12.38,-38.2,10.962241169305726,-2.3422411693057263
MFG-LINE-PLT-004-03,2024-04-10,1,138.3,132.9,143.691,24.92,27.09,-31.55,26.030368763557483,-1.1103687635574815
MFG-LINE-PLT-005-03,2024-07-22,3,62.1,56.6,71.97,49.93,63.6,-38.83,57.971014492753625,-8.041014492753625
MFG-LINE-PLT-002-01,2021-02-23,3,43.4,38.1,43.298,83.09,94.49,-42.78,82.94930875576037,0.1406912442396333
MFG-LINE-PLT-008-01,2020-09-29,2,138.1,113.9,135.777,26.49,31.61,-19.68,26.06806661839247,0.421933381607527
MFG-LINE-PLT-001-02,2020-09-12,2,62.4,50.8,56.721,63.41,70.87,-23.27,57.69230769230769,5.717692307692303
MFG-LINE-PLT-006-01,2020-05-17,1,25.7,24.6,26.951,133.44,146.34,-34.2,140.07782101167317,-6.637821011673168
MFG-LINE-PLT-004-02,2022-04-18,3,244.9,225.0,287.933,12.4,16.0,-22.88,14.699877501020824,-2.2998775010208234
MFG-LINE-PLT-003-04,2021-08-30,1,30.3,27.1,34.216,105.17,132.84,-30.24,118.8118811881188,-13.641881188118802
